slow_add	1725816814.081	3.002
slow_mul	1725816817.086	0.000
slow_add	1725816838.658	1.003
slow_mul	1725816839.663	1.005
wrapper	1725821324.774	1.004
wrapper	1725821325.781	0.000
wrapper	1725821325.781	0.000
wrapper	1725821325.782	0.000
wrapper	1725821325.782	0.000
wrapper	1725821325.782	0.000
slow_add	1725821517.092	3.004
slow_mul	1725821520.097	3.005
slow_add	1725821523.104	0.000
slow_mul	1725821523.105	0.000
slow_add	1725821523.106	0.000
slow_mul	1725821523.106	0.000
